date,day,日,曜,col,客数,売上,祝祭日,祝祭日前日,振替休日,
2022/3/16 0:00,16,16,水,晴,380,376910,0,0,0,
2022/3/17 0:00,17,17,木,曇時々晴,425,425295,0,0,0,
2022/3/18 0:00,18,18,金,雨後曇一時晴,359,370155,0,0,0,
2022/3/19 0:00,19,19,土,雨時々曇,543,655265,0,0,0,
2022/3/20 0:00,20,20,日,曇一時晴,842,948790,0,1,0,
2022/3/21 0:00,21,21,月,曇時々雨,657,697200,1,0,0,
2022/3/22 0:00,22,22,火,雨時々晴後曇,342,335665,0,0,0,
2022/3/23 0:00,23,23,水,雨時々曇,321,326390,0,0,0,
2022/3/24 0:00,24,24,木,曇一時雨後晴、霧を伴う,318,273450,0,0,0,
2022/3/25 0:00,25,25,金,晴後時々曇,394,383130,0,0,0,
2022/3/26 0:00,26,26,土,大雨後曇,359,395805,0,0,0,
2022/3/27 0:00,27,27,日,曇後晴,709,724710,0,0,0,
2022/3/28 0:00,28,28,月,曇,405,396520,0,0,0,
2022/3/29 0:00,29,29,火,曇時々晴,435,418910,0,0,0,
2022/3/30 0:00,30,30,水,曇後一時雨,413,386175,0,0,0,
2022/3/31 0:00,31,31,木,雨後時々曇一時晴,360,352765,0,0,0,
2022/4/1 0:00,1,1,金,晴,412,392200,0,0,0,晴後時々曇
2022/4/2 0:00,2,2,土,晴,599,640090,0,0,0,晴時々曇
2022/4/3 0:00,3,3,日,晴,772,758635,0,0,0,晴
2022/4/4 0:00,4,4,月,晴,402,379285,0,0,0,晴
2022/4/5 0:00,5,5,火,晴,347,337560,0,0,0,晴時々曇
2022/4/6 0:00,6,6,水,晴,326,291540,0,0,0,晴一時曇
2022/4/7 0:00,7,7,木,晴,351,344890,0,0,0,晴一時曇
2022/4/8 0:00,8,8,金,晴,395,372625,0,0,0,晴
2022/4/9 0:00,9,9,土,晴,622,618860,0,0,0,晴
2022/4/10 0:00,10,10,日,晴,733,738660,0,0,0,晴時々曇
2022/4/11 0:00,11,11,月,晴,338,339775,0,0,0,曇時々雨一時晴
2022/4/12 0:00,12,12,火,曇,346,318520,0,0,0,曇一時雨後晴
2022/4/13 0:00,13,13,水,曇,372,360875,0,0,0,曇時々晴
2022/4/14 0:00,14,14,木,雨,288,275620,0,0,0,大雨後時々曇、雷を伴う
2022/4/15 0:00,15,15,金,曇,401,397630,0,0,0,曇時々晴一時雨
2022/4/16 0:00,16,16,土,晴,649,700600,0,0,0,晴一時曇
2022/4/17 0:00,17,17,日,晴,753,815175,0,0,0,晴
2022/4/18 0:00,18,18,月,晴,380,347980,0,0,0,曇
2022/4/19 0:00,19,19,火,晴,414,363840,0,0,0,晴一時曇
2022/4/20 0:00,20,20,水,晴,451,417385,0,0,0,晴
2022/4/21 0:00,21,21,木,曇,315,307595,0,0,0,雨時々曇
2022/4/22 0:00,22,22,金,晴,425,386985,0,0,0,晴
2022/4/23 0:00,23,23,土,曇雨,559,635845,0,0,0,雨一時曇
2022/4/24 0:00,24,24,日,雨晴,680,694135,0,0,0,曇一時雨
2022/4/25 0:00,25,25,月,晴,394,364555,0,0,0,曇時々晴
2022/4/26 0:00,26,26,火,雨,229,234125,0,0,0,大雨、雷を伴う
2022/4/27 0:00,27,27,水,晴,329,298270,0,0,0,曇後時々晴
2022/4/28 0:00,28,28,木,晴,374,345090,0,1,0,晴一時曇
2022/4/29 0:00,29,29,金,雨,423,477840,1,0,0,大雨時々曇、大風を伴う
2022/4/30 0:00,30,30,土,晴,640,665550,0,0,0,曇後晴
2022/5/1 0:00,1,1,日,曇,744,764830,0,0,0,
2022/5/2 0:00,2,2,月,晴,517,558690,0,1,0,
2022/5/3 0:00,3,3,火,晴,888,907090,1,1,0,
2022/5/4 0:00,4,4,水,晴,939,915345,1,1,0,
2022/5/5 0:00,5,5,木,晴,825,740065,1,0,0,
2022/5/6 0:00,6,6,金,晴,362,331890,0,0,0,
2022/5/7 0:00,7,7,土,晴,517,448685,0,0,0,
2022/5/8 0:00,8,8,日,晴,697,663815,0,0,0,
2022/5/9 0:00,9,9,月,晴,391,362975,0,0,0,
2022/5/10 0:00,10,10,火,曇,390,369380,0,0,0,
2022/5/11 0:00,11,11,水,雨曇,331,321665,0,0,0,
2022/5/12 0:00,12,12,木,雨,327,299485,0,0,0,
2022/5/13 0:00,13,13,金,雨,316,300625,0,0,0,
2022/5/14 0:00,14,14,土,晴,587,641735,0,0,0,
2022/5/15 0:00,15,15,日,晴,737,706400,0,0,0,
2022/5/16 0:00,16,16,月,曇,376,331430,0,0,0,
2022/5/17 0:00,17,17,火,晴,384,337155,0,0,0,
2022/5/18 0:00,18,18,水,晴,394,375035,0,0,0,
2022/5/19 0:00,19,19,木,晴,397,359680,0,0,0,
2022/5/20 0:00,20,20,金,曇,354,306930,0,0,0,
2022/5/21 0:00,21,21,土,晴,555,550080,0,0,0,
2022/5/22 0:00,22,22,日,晴,757,743460,0,0,0,
2022/5/23 0:00,23,23,月,曇,413,413905,0,0,0,
2022/5/24 0:00,24,24,火,晴,398,367525,0,0,0,
2022/5/25 0:00,25,25,水,晴,419,437085,0,0,0,
2022/5/26 0:00,26,26,木,晴,338,318910,0,0,0,
2022/5/27 0:00,27,27,金,晴,399,369495,0,0,0,
2022/5/28 0:00,28,28,土,晴,671,688450,0,0,0,
2022/5/29 0:00,29,29,日,晴,771,715020,0,0,0,
2022/5/30 0:00,30,30,月,小雨,367,393890,0,0,0,
2022/5/31 0:00,31,31,火,曇,403,394180,0,0,0,
2022/6/1 0:00,1,1,水,晴,397,408310,0,0,0,
2022/6/2 0:00,2,2,木,晴,405,382335,0,0,0,
2022/6/3 0:00,3,3,金,晴,388,384110,0,0,0,
2022/6/4 0:00,4,4,土,晴,620,634080,0,0,0,
2022/6/5 0:00,5,5,日,小雨,539,631750,0,0,0,
2022/6/6 0:00,6,6,月,小雨,419,377690,0,0,0,
2022/6/7 0:00,7,7,火,晴,407,394835,0,0,0,
2022/6/8 0:00,8,8,水,晴,427,394925,0,0,0,
2022/6/9 0:00,9,9,木,晴,434,389450,0,0,0,
2022/6/10 0:00,10,10,金,晴,449,448335,0,0,0,
2022/6/11 0:00,11,11,土,雨,582,616530,0,0,0,
2022/6/12 0:00,12,12,日,晴,898,939475,0,0,0,
2022/6/13 0:00,13,13,月,雨,346,373270,0,0,0,
2022/6/14 0:00,14,14,火,雨,323,320185,0,0,0,
2022/6/15 0:00,15,15,水,曇晴,507,461215,0,0,0,
2022/6/16 0:00,16,16,木,晴,467,452880,0,0,0,
2022/6/17 0:00,17,17,金,晴,445,389675,0,0,0,
2022/6/18 0:00,18,18,土,晴,669,630670,0,0,0,
2022/6/19 0:00,19,19,日,曇,837,837875,0,0,0,
2022/6/20 0:00,20,20,月,小雨曇,374,370675,0,0,0,
2022/6/21 0:00,21,21,火,雨,269,258065,0,0,0,
2022/6/22 0:00,22,22,水,曇,362,348715,0,0,0,
2022/6/23 0:00,23,23,木,曇,358,345710,0,0,0,
2022/6/24 0:00,24,24,金,曇雨,319,326995,0,0,0,
2022/6/25 0:00,25,25,土,雨,442,459720,0,0,0,
2022/6/26 0:00,26,26,日,曇,720,695740,0,0,0,
2022/6/27 0:00,27,27,月,晴,392,347510,0,0,0,
2022/6/28 0:00,28,28,火,晴,339,285650,0,0,0,
2022/6/29 0:00,29,29,水,晴,345,297865,0,0,0,
2022/6/30 0:00,30,30,木,晴,364,298395,0,0,0,
2022/7/1 0:00,1,1,金,晴,349,313730,0,0,0,
2022/7/2 0:00,2,2,土,晴,517,485725,0,0,0,
2022/7/3 0:00,3,3,日,曇,586,561845,0,0,0,
2022/7/4 0:00,4,4,月,晴曇,328,291080,0,0,0,
2022/7/5 0:00,5,5,火,雨曇,201,195640,0,0,0,
2022/7/6 0:00,6,6,水,曇,295,270110,0,0,0,
2022/7/7 0:00,7,7,木,晴曇,320,269695,0,0,0,
2022/7/8 0:00,8,8,金,曇,292,270385,0,0,0,
2022/7/9 0:00,9,9,土,曇晴,549,557110,0,0,0,
2022/7/10 0:00,10,10,日,晴,659,621455,0,0,0,
2022/7/11 0:00,11,11,月,曇,359,293435,0,0,0,
2022/7/12 0:00,12,12,火,雨,332,300155,0,0,0,
2022/7/13 0:00,13,13,水,晴,364,331085,0,0,0,
2022/7/14 0:00,14,14,木,曇,354,284705,0,0,0,
2022/7/15 0:00,15,15,金,曇雨,291,264520,0,0,0,
2022/7/16 0:00,16,16,土,曇晴,453,484185,0,0,0,
2022/7/17 0:00,17,17,日,晴,782,761880,0,1,0,
2022/7/18 0:00,18,18,月,雨,443,431600,1,0,0,
2022/7/19 0:00,19,19,火,大雨晴,198,167355,0,0,0,
2022/7/20 0:00,20,20,水,曇晴,349,336235,0,0,0,
2022/7/21 0:00,21,21,木,曇,327,302090,0,0,0,
2022/7/22 0:00,22,22,金,晴,328,270005,0,0,0,
2022/7/23 0:00,23,23,土,晴,552,530595,0,0,0,
2022/7/24 0:00,24,24,日,晴雨,610,636615,0,0,0,
2022/7/25 0:00,25,25,月,曇晴,395,348850,0,0,0,
2022/7/26 0:00,26,26,火,晴,325,328210,0,0,0,
2022/7/27 0:00,27,27,水,晴,349,324950,0,0,0,
2022/7/28 0:00,28,28,木,晴,344,338465,0,0,0,
2022/7/29 0:00,29,29,金,晴,354,302615,0,0,0,
2022/7/30 0:00,30,30,土,曇,536,529730,0,0,0,
2022/7/31 0:00,31,31,日,晴,703,674280,0,0,0,
2022/8/1 0:00,1,1,月,晴,352,326560,0,0,0,
2022/8/2 0:00,2,2,火,晴,326,262270,0,0,0,
2022/8/3 0:00,3,3,水,晴,362,298665,0,0,0,
2022/8/4 0:00,4,4,木,晴,345,317465,0,0,0,
2022/8/5 0:00,5,5,金,晴,351,327830,0,0,0,
2022/8/6 0:00,6,6,土,晴雨,504,551685,0,0,0,
2022/8/7 0:00,7,7,日,晴,685,709250,0,0,0,
2022/8/8 0:00,8,8,月,晴,383,417625,0,0,0,
2022/8/9 0:00,9,9,火,晴,394,416195,0,0,0,
2022/8/10 0:00,10,10,水,晴,481,546385,0,1,0,
2022/8/11 0:00,11,11,木,晴,850,985055,1,0,0,
2022/8/12 0:00,12,12,金,曇,628,767965,0,0,0,
2022/8/13 0:00,13,13,土,晴,695,795080,0,0,0,
2022/8/14 0:00,14,14,日,晴,769,852450,0,0,0,
2022/8/15 0:00,15,15,月,晴雨,563,553830,0,0,0,
2022/8/16 0:00,16,16,火,晴雨,292,291160,0,0,0,
2022/8/17 0:00,17,17,水,雨曇,229,253695,0,0,0,
2022/8/18 0:00,18,18,木,曇,338,310670,0,0,0,
2022/8/19 0:00,19,19,金,晴曇,415,404120,0,0,0,
2022/8/20 0:00,20,20,土,曇,506,547670,0,0,0,
2022/8/21 0:00,21,21,日,晴曇,678,678265,0,0,0,
2022/8/22 0:00,22,22,月,晴,375,354690,0,0,0,
2022/8/23 0:00,23,23,火,曇,389,350275,0,0,0,
2022/8/24 0:00,24,24,水,曇,306,302005,0,0,0,
2022/8/25 0:00,25,25,木,晴,355,338955,0,0,0,
2022/8/26 0:00,26,26,金,晴,384,372135,0,0,0,
2022/8/27 0:00,27,27,土,晴,599,605410,0,0,0,
2022/8/28 0:00,28,28,日,晴,705,743445,0,0,0,
2022/8/29 0:00,29,29,月,晴,385,335810,0,0,0,
2022/8/30 0:00,30,30,火,晴,393,349565,0,0,0,
2022/8/31 0:00,31,31,水,晴雨,411,403825,0,0,0,
2022/9/1 0:00,1,1,木,曇,311,285480,0,0,0,
2022/9/2 0:00,2,2,金,曇,283,444025,0,0,0,
2022/9/3 0:00,3,3,土,雨,413,402760,0,0,0,
2022/9/4 0:00,4,4,日,曇晴,598,607390,0,0,0,
2022/9/5 0:00,5,5,月,曇,,,0,0,0,
2022/9/6 0:00,6,6,火,曇雨,,,0,0,0,
2022/9/7 0:00,7,7,水,晴,365,343075,0,0,0,
2022/9/8 0:00,8,8,木,晴,379,364505,0,0,0,
2022/9/9 0:00,9,9,金,晴,384,377050,0,0,0,
2022/9/10 0:00,10,10,土,晴,653,709000,0,0,0,
2022/9/11 0:00,11,11,日,晴,773,743510,0,0,0,
2022/9/12 0:00,12,12,月,晴,371,339160,0,0,0,
2022/9/13 0:00,13,13,火,晴,362,334240,0,0,0,
2022/9/14 0:00,14,14,水,晴,417,417285,0,0,0,
2022/9/15 0:00,15,15,木,晴,403,361320,0,0,0,
2022/9/16 0:00,16,16,金,晴,412,417475,0,0,0,
2022/9/17 0:00,17,17,土,曇,573,579455,0,0,0,
2022/9/18 0:00,18,18,日,曇雨,,,0,1,0,
2022/9/19 0:00,19,19,月,雨,50,130560,1,0,0,
2022/9/20 0:00,20,20,火,晴,374,425080,0,0,0,
2022/9/21 0:00,21,21,水,曇晴,506,593945,0,0,0,
2022/9/22 0:00,22,22,木,晴,434,463530,0,1,0,
2022/9/23 0:00,23,23,金,曇雨,761,882305,1,0,0,
2022/9/24 0:00,24,24,土,晴,735,761150,0,0,0,
2022/9/25 0:00,25,25,日,曇,846,822905,0,0,0,
2022/9/26 0:00,26,26,月,雨,384,361645,0,0,0,
2022/9/27 0:00,27,27,火,雨,378,387130,0,0,0,
2022/9/28 0:00,28,28,水,晴,434,392335,0,0,0,
2022/9/29 0:00,29,29,木,曇,366,340710,0,0,0,
2022/9/30 0:00,30,30,金,晴,404,410905,0,0,0,
2022/10/1 0:00,1,1,土,晴,625,680315,0,0,0,
2022/10/2 0:00,2,2,日,晴,821,832015,0,0,0,
2022/10/3 0:00,3,3,月,晴,390,357295,0,0,0,
2022/10/4 0:00,4,4,火,晴,396,368325,0,0,0,
2022/10/5 0:00,5,5,水,曇晴,352,328910,0,0,0,
2022/10/6 0:00,6,6,木,曇,390,348005,0,0,0,
2022/10/7 0:00,7,7,金,雨曇,361,352745,0,0,0,
2022/10/8 0:00,8,8,土,晴,679,637920,0,0,0,
2022/10/9 0:00,9,9,日,曇雨,782,778890,0,1,0,
2022/10/10 0:00,10,10,月,曇晴,612,607065,1,0,0,
2022/10/11 0:00,11,11,火,曇,404,383675,0,0,0,
2022/10/12 0:00,12,12,水,晴,412,404805,0,0,0,
2022/10/13 0:00,13,13,木,晴,395,346790,0,0,0,
2022/10/14 0:00,14,14,金,晴,448,424215,0,0,0,
2022/10/15 0:00,15,15,土,晴,700,710370,0,0,0,
2022/10/16 0:00,16,16,日,晴曇,721,715475,0,0,0,
2022/10/17 0:00,17,17,月,雨曇,401,400370,0,0,0,
2022/10/18 0:00,18,18,火,晴,436,442420,0,0,0,
2022/10/19 0:00,19,19,水,晴,408,400565,0,0,0,
2022/10/20 0:00,20,20,木,晴,445,435280,0,0,0,
2022/10/21 0:00,21,21,金,晴,458,463885,0,0,0,
2022/10/22 0:00,22,22,土,曇晴,680,703230,0,0,0,
2022/10/23 0:00,23,23,日,曇,801,843770,0,0,0,
2022/10/24 0:00,24,24,月,晴,374,405635,0,0,0,
2022/10/25 0:00,25,25,火,雨晴,375,394700,0,0,0,
2022/10/26 0:00,26,26,水,晴,379,390700,0,0,0,
2022/10/27 0:00,27,27,木,曇,397,411150,0,0,0,
2022/10/28 0:00,28,28,金,晴,381,398645,0,0,0,
2022/10/29 0:00,29,29,土,晴,600,606175,0,0,0,
2022/10/30 0:00,30,30,日,晴,786,833370,0,0,0,
2022/10/31 0:00,31,31,月,晴,383,394000,0,0,0,
2022/11/1 0:00,1,1,火,曇,325,304420,0,0,0,
2022/11/2 0:00,2,2,水,晴,435,403500,0,1,0,
2022/11/3 0:00,3,3,木,晴,642,826270,1,0,0,
2022/11/4 0:00,4,4,金,晴,432,467120,0,0,0,
2022/11/5 0:00,5,5,土,晴,662,713675,0,0,0,
2022/11/6 0:00,6,6,日,晴,798,849275,0,0,0,
2022/11/7 0:00,7,7,月,晴,426,411900,0,0,0,
2022/11/8 0:00,8,8,火,晴,459,501220,0,0,0,
2022/11/9 0:00,9,9,水,晴,489,505955,0,0,0,
2022/11/10 0:00,10,10,木,晴,464,454030,0,0,0,
2022/11/11 0:00,11,11,金,晴,490,513895,0,0,0,
2022/11/12 0:00,12,12,土,晴,811,807590,0,0,0,
2022/11/13 0:00,13,13,日,曇雨,770,816675,0,0,0,
2022/11/14 0:00,14,14,月,曇,576,626235,0,0,0,
2022/11/15 0:00,15,15,火,曇,515,518710,0,0,0,
2022/11/16 0:00,16,16,水,晴,531,512340,0,0,0,
2022/11/17 0:00,17,17,木,曇,501,485125,0,0,0,
2022/11/18 0:00,18,18,金,曇,553,546655,0,0,0,
2022/11/19 0:00,19,19,土,曇雨,684,767445,0,0,0,
2022/11/20 0:00,20,20,日,晴,915,954290,0,0,0,
2022/11/21 0:00,21,21,月,晴,477,484575,0,0,0,
2022/11/22 0:00,22,22,火,曇,427,530430,0,1,0,
2022/11/23 0:00,23,23,水,曇雨,651,734965,1,0,0,
2022/11/24 0:00,24,24,木,曇晴,379,416810,0,0,0,
2022/11/25 0:00,25,25,金,晴,369,335035,0,0,0,
2022/11/26 0:00,26,26,土,晴,657,676770,0,0,0,
2022/11/27 0:00,27,27,日,晴,751,772730,0,0,0,
2022/11/28 0:00,28,28,月,晴,369,380520,0,0,0,
2022/11/29 0:00,29,29,火,雨,337,344870,0,0,0,
2022/11/30 0:00,30,30,水,曇,304,292500,0,0,0,
2022/12/1 0:00,1,1,木,曇,316,320490,0,0,0,
2022/12/2 0:00,2,2,金,曇,254,255685,0,0,0,
2022/12/3 0:00,3,3,土,曇晴,435,429680,0,0,0,
2022/12/4 0:00,4,4,日,雨曇,477,537675,0,0,0,
2022/12/5 0:00,5,5,月,曇,310,347450,0,0,0,
2022/12/6 0:00,6,6,火,晴,274,283510,0,0,0,
2022/12/7 0:00,7,7,水,曇晴,305,290235,0,0,0,
2022/12/8 0:00,8,8,木,曇晴,353,316595,0,0,0,
2022/12/9 0:00,9,9,金,晴,327,352885,0,0,0,
2022/12/10 0:00,10,10,土,晴,524,615630,0,0,0,
2022/12/11 0:00,11,11,日,曇,506,544185,0,0,0,
2022/12/12 0:00,12,12,月,晴,292,304645,0,0,0,
2022/12/13 0:00,13,13,火,曇雨,294,295930,0,0,0,
2022/12/14 0:00,14,14,水,曇,306,288275,0,0,0,
2022/12/15 0:00,15,15,木,曇晴,283,321945,0,0,0,
2022/12/16 0:00,16,16,金,晴,326,384005,0,0,0,
2022/12/17 0:00,17,17,土,曇雨,409,469625,0,0,0,
2022/12/18 0:00,18,18,日,雪,283,310575,0,0,0,
2022/12/19 0:00,19,19,月,曇,254,268250,0,0,0,
2022/12/20 0:00,20,20,火,曇,334,335630,0,0,0,
2022/12/21 0:00,21,21,水,雨,299,295355,0,0,0,
2022/12/22 0:00,22,22,木,雪,304,339965,0,0,0,
2022/12/23 0:00,23,23,金,雪,182,180645,0,0,0,
2022/12/24 0:00,24,24,土,雪曇,272,276840,0,0,0,
2022/12/25 0:00,25,25,日,雨曇晴,472,631370,0,0,0,
2022/12/26 0:00,26,26,月,晴,382,479395,0,0,0,
2022/12/27 0:00,27,27,火,晴,434,567705,0,0,0,
2022/12/28 0:00,28,28,水,晴曇,498,738350,0,0,0,
2022/12/29 0:00,29,29,木,曇,629,870135,0,0,0,
2022/12/30 0:00,30,30,金,晴,622,794335,0,0,0,
2022/12/31 0:00,31,31,土,晴,314,319315,0,1,0,
2023/1/1 0:00,1,1,日,曇,,,1,1,0,
2023/1/2 0:00,2,2,月,晴,,,0,0,1,
2023/1/3 0:00,3,3,火,晴,307,320320,0,0,0,
2023/1/4 0:00,4,4,水,晴,277,244790,0,0,0,
2023/1/5 0:00,5,5,木,曇,254,244685,0,0,0,
2023/1/6 0:00,6,6,金,曇,299,297140,0,0,0,
2023/1/7 0:00,7,7,土,晴,352,337890,0,0,0,
2023/1/8 0:00,8,8,日,晴,567,603995,0,1,0,
2023/1/9 0:00,9,9,月,晴,449,448680,1,0,0,
2023/1/10 0:00,10,10,火,晴,286,258735,0,0,0,
2023/1/11 0:00,11,11,水,晴,298,285650,0,0,0,
2023/1/12 0:00,12,12,木,雨,282,270725,0,0,0,
2023/1/13 0:00,13,13,金,雨,256,254490,0,0,0,
2023/1/14 0:00,14,14,土,雨,365,373255,0,0,0,
2023/1/15 0:00,15,15,日,曇,498,508300,0,0,0,
2023/1/16 0:00,16,16,月,晴雨,311,271815,0,0,0,
2023/1/17 0:00,17,17,火,曇,278,260755,0,0,0,
2023/1/18 0:00,18,18,水,曇,293,242900,0,0,0,
2023/1/19 0:00,19,19,木,曇,284,266225,0,0,0,
2023/1/20 0:00,20,20,金,曇晴,274,256670,0,0,0,
2023/1/21 0:00,21,21,土,晴,501,536710,0,0,0,
2023/1/22 0:00,22,22,日,曇雨,455,449170,0,0,0,
2023/1/23 0:00,23,23,月,曇,265,265595,0,0,0,
2023/1/24 0:00,24,24,火,雪曇,157,161190,0,0,0,
2023/1/25 0:00,25,25,水,曇晴,92,83820,0,0,0,
2023/1/26 0:00,26,26,木,曇,245,241870,0,0,0,
2023/1/27 0:00,27,27,金,雨曇,232,238900,0,0,0,
2023/1/28 0:00,28,28,土,曇晴,372,368805,0,0,0,
2023/1/29 0:00,29,29,日,曇,502,461655,0,0,0,
2023/1/30 0:00,30,30,月,曇晴,301,278015,0,0,0,
2023/1/31 0:00,31,31,火,晴,326,317040,0,0,0,
2023/2/1 0:00,1,1,水,曇晴,380,332815,0,0,0,
2023/2/2 0:00,2,2,木,晴,325,302000,0,0,0,
2023/2/3 0:00,3,3,金,曇,324,335020,0,0,0,
2023/2/4 0:00,4,4,土,晴,503,515990,0,0,0,
2023/2/5 0:00,5,5,日,晴,663,633960,0,0,0,
2023/2/6 0:00,6,6,月,曇,281,250415,0,0,0,
2023/2/7 0:00,7,7,火,雨曇,287,285755,0,0,0,
2023/2/8 0:00,8,8,水,晴,392,411930,0,0,0,
2023/2/9 0:00,9,9,木,曇,336,301625,0,0,0,
2023/2/10 0:00,10,10,金,雨曇,315,325420,0,1,0,
2023/2/11 0:00,11,11,土,晴,627,692980,1,0,0,
2023/2/12 0:00,12,12,日,晴,641,722675,0,0,0,
2023/2/13 0:00,13,13,月,雨,281,280360,0,0,0,
2023/2/14 0:00,14,14,火,曇晴,303,296190,0,0,0,
2023/2/15 0:00,15,15,水,晴,349,404790,0,0,0,
2023/2/16 0:00,16,16,木,晴,331,340830,0,0,0,
2023/2/17 0:00,17,17,金,曇,377,341715,0,0,0,
2023/2/18 0:00,18,18,土,雨,409,462775,0,0,0,
2023/2/19 0:00,19,19,日,曇,516,592920,0,0,0,
2023/2/20 0:00,20,20,月,晴,378,344405,0,0,0,
2023/2/21 0:00,21,21,火,曇,370,380425,0,0,0,
2023/2/22 0:00,22,22,水,晴,379,354210,0,1,0,
2023/2/23 0:00,23,23,木,曇,561,543905,1,0,0,
2023/2/24 0:00,24,24,金,雨曇,355,384420,0,0,0,
2023/2/25 0:00,25,25,土,曇,541,551840,0,0,0,
2023/2/26 0:00,26,26,日,晴,660,685150,0,0,0,
2023/2/27 0:00,27,27,月,晴,416,398285,0,0,0,
2023/2/28 0:00,28,28,火,晴,412,374720,0,0,0,
2023/3/1 0:00,1,1,水,晴,297,313915,0,0,0,
2023/3/2 0:00,2,2,木,晴,429,432815,0,0,0,
2023/3/3 0:00,3,3,金,晴,387,390260,0,0,0,
2023/3/4 0:00,4,4,土,晴,614,605535,0,0,0,
2023/3/5 0:00,5,5,日,晴,823,813535,0,0,0,
2023/3/6 0:00,6,6,月,晴,445,415095,0,0,0,
2023/3/7 0:00,7,7,火,晴,436,403530,0,0,0,
2023/3/8 0:00,8,8,水,晴,399,407235,0,0,0,
2023/3/9 0:00,9,9,木,晴,366,367380,0,0,0,
2023/3/10 0:00,10,10,金,晴,424,435785,0,0,0,
2023/3/11 0:00,11,11,土,晴,626,601395,0,0,0,
2023/3/12 0:00,12,12,日,晴雨,653,696190,0,0,0,
2023/3/13 0:00,13,13,月,晴,378,344715,0,0,0,
2023/3/14 0:00,14,14,火,晴,362,358540,0,0,0,
2023/3/15 0:00,15,15,水,晴,386,382675,0,0,0,
2023/3/16 0:00,16,16,木,曇,356,408690,0,0,0,
2023/3/17 0:00,17,17,金,曇,357,360475,0,0,0,
2023/3/18 0:00,18,18,土,雨曇,565,637370,0,0,0,
