date,day,日,曜,col,客数,売上,祝祭日,祝祭日前日,振替休日,
2023/3/19 0:00,19,19,日,晴,812,931740,0,0,0,
2023/3/20 0:00,20,20,月,晴曇,470,504725,0,1,0,
2023/3/21 0:00,21,21,火,雨,445,503665,1,0,0,
2023/3/22 0:00,22,22,水,晴,331,319550,0,0,0,
2023/3/23 0:00,23,23,木,雨,281,319025,0,0,0,
2023/3/24 0:00,24,24,金,曇,347,363490,0,0,0,
2023/3/25 0:00,25,25,土,曇,559,636425,0,0,0,
2023/3/26 0:00,26,26,日,雨曇,650,679605,0,0,0,
2023/3/27 0:00,27,27,月,晴,397,402500,0,0,0,
2023/3/28 0:00,28,28,火,晴,385,371770,0,0,0,
2023/3/29 0:00,29,29,水,晴,440,401180,0,0,0,
2023/3/30 0:00,30,30,木,晴,439,415795,0,0,0,
2023/3/31 0:00,31,31,金,晴,465,468130,0,0,0,
2023/4/1 0:00,1,1,土,晴,602,677820,0,0,0,
2023/4/2 0:00,2,2,日,晴,735,784975,0,0,0,
2023/4/3 0:00,3,3,月,晴,379,374790,0,0,0,
2023/4/4 0:00,4,4,火,晴,396,362710,0,0,0,
2023/4/5 0:00,5,5,水,雨,291,316420,0,0,0,
2023/4/6 0:00,6,6,木,雨曇,285,282510,0,0,0,
2023/4/7 0:00,7,7,金,雨曇晴,309,320190,0,0,0,
2023/4/8 0:00,8,8,土,晴,597,670250,0,0,0,
2023/4/9 0:00,9,9,日,晴,740,831095,0,0,0,
2023/4/10 0:00,10,10,月,晴,372,387835,0,0,0,
2023/4/11 0:00,11,11,火,晴,364,344780,0,0,0,
2023/4/12 0:00,12,12,水,晴,407,400790,0,0,0,
2023/4/13 0:00,13,13,木,晴,392,370730,0,0,0,
2023/4/14 0:00,14,14,金,曇雨,308,361790,0,0,0,
2023/4/15 0:00,15,15,土,雨,521,516705,0,0,0,
2023/4/16 0:00,16,16,日,晴,772,790625,0,0,0,
2023/4/17 0:00,17,17,月,晴,438,399425,0,0,0,
2023/4/18 0:00,18,18,火,晴,407,450485,0,0,0,
2023/4/19 0:00,19,19,水,曇,417,421695,0,0,0,
2023/4/20 0:00,20,20,木,晴,359,363785,0,0,0,
2023/4/21 0:00,21,21,金,晴,394,387075,0,0,0,
2023/4/22 0:00,22,22,土,晴,677,763150,0,0,0,
2023/4/23 0:00,23,23,日,晴,861,928525,0,0,0,
2023/4/24 0:00,24,24,月,曇雨,339,330775,0,0,0,
2023/4/25 0:00,25,25,火,雨,281,307955,0,0,0,
2023/4/26 0:00,26,26,水,晴,376,394350,0,0,0,
2023/4/27 0:00,27,27,木,晴,420,427000,0,0,0,
2023/4/28 0:00,28,28,金,晴曇,432,424040,0,1,0,
2023/4/29 0:00,29,29,土,雨,435,491640,1,0,0,
2023/4/30 0:00,30,30,日,晴,863,864020,0,0,0,
2023/5/1 0:00,1,1,月,晴,543,581075,0,0,0,
2023/5/2 0:00,2,2,火,晴,609,618575,0,1,0,
2023/5/3 0:00,3,3,水,晴,935,893425,1,1,0,
2023/5/4 0:00,4,4,木,雨,778,858495,1,1,0,
2023/5/5 0:00,5,5,金,曇,788,819760,1,0,0,
2023/5/6 0:00,6,6,土,雨,469,553285,0,0,0,
2023/5/7 0:00,7,7,日,雨,397,416415,0,0,0,
2023/5/8 0:00,8,8,月,晴,328,327685,0,0,0,
2023/5/9 0:00,9,9,火,晴,371,362895,0,0,0,
2023/5/10 0:00,10,10,水,晴,438,449405,0,0,0,
2023/5/11 0:00,11,11,木,晴,384,402740,0,0,0,
2023/5/12 0:00,12,12,金,晴曇,444,457165,0,0,0,
2023/5/13 0:00,13,13,土,雨,406,455475,0,0,0,
2023/5/14 0:00,14,14,日,晴,748,743725,0,0,0,
2023/5/15 0:00,15,15,月,晴,416,386705,0,0,0,
2023/5/16 0:00,16,16,火,晴,413,403930,0,0,0,
2023/5/17 0:00,17,17,水,晴,427,455065,0,0,0,
2023/5/18 0:00,18,18,木,雨,333,333065,0,0,0,
2023/5/19 0:00,19,19,金,雨,336,368655,0,0,0,
2023/5/20 0:00,20,20,土,曇晴,593,575865,0,0,0,
2023/5/21 0:00,21,21,日,晴,755,785325,0,0,0,
2023/5/22 0:00,22,22,月,晴,403,383280,0,0,0,
2023/5/23 0:00,23,23,火,晴,380,357955,0,0,0,
2023/5/24 0:00,24,24,水,晴,430,444215,0,0,0,
2023/5/25 0:00,25,25,木,曇,353,395420,0,0,0,
2023/5/26 0:00,26,26,金,晴,418,455575,0,0,0,
2023/5/27 0:00,27,27,土,晴,681,747945,0,0,0,
2023/5/28 0:00,28,28,日,晴,785,879375,0,0,0,
2023/5/29 0:00,29,29,月,曇雨,376,369920,0,0,0,
2023/5/30 0:00,30,30,火,雨,257,260995,0,0,0,
2023/5/31 0:00,31,31,水,雨晴,333,329800,0,0,0,
2023/6/1 0:00,1,1,木,曇,361,337035,0,0,0,
2023/6/2 0:00,2,2,金,雨晴,316,333040,0,0,0,
2023/6/3 0:00,3,3,土,晴,657,711075,0,0,0,
2023/6/4 0:00,4,4,日,晴,847,811080,0,0,0,
2023/6/5 0:00,5,5,月,曇,448,469595,0,0,0,
2023/6/6 0:00,6,6,火,雨,326,355245,0,0,0,
2023/6/7 0:00,7,7,水,晴,430,413225,0,0,0,
2023/6/8 0:00,8,8,木,雨,333,354460,0,0,0,
2023/6/9 0:00,9,9,金,晴,433,404755,0,0,0,
2023/6/10 0:00,10,10,土,晴,683,664495,0,0,0,
2023/6/11 0:00,11,11,日,晴,834,919540,0,0,0,
2023/6/12 0:00,12,12,月,晴,490,446815,0,0,0,
2023/6/13 0:00,13,13,火,曇,392,368020,0,0,0,
2023/6/14 0:00,14,14,水,曇,455,468385,0,0,0,
2023/6/15 0:00,15,15,木,晴,383,409475,0,0,0,
2023/6/16 0:00,16,16,金,晴,459,492605,0,0,0,
2023/6/17 0:00,17,17,土,晴,773,798555,0,0,0,
2023/6/18 0:00,18,18,日,晴,826,866935,0,0,0,
2023/6/19 0:00,19,19,月,晴,458,424980,0,0,0,
2023/6/20 0:00,20,20,火,晴,418,401050,0,0,0,
2023/6/21 0:00,21,21,水,雨,352,383595,0,0,0,
2023/6/22 0:00,22,22,木,曇,435,442480,0,0,0,
2023/6/23 0:00,23,23,金,晴,416,411435,0,0,0,
2023/6/24 0:00,24,24,土,晴,741,694410,0,0,0,
2023/6/25 0:00,25,25,日,雨,598,588175,0,0,0,
2023/6/26 0:00,26,26,月,雨,363,327930,0,0,0,
2023/6/27 0:00,27,27,火,雨,329,318205,0,0,0,
2023/6/28 0:00,28,28,水,曇,311,307200,0,0,0,
2023/6/29 0:00,29,29,木,雨,328,333925,0,0,0,
2023/6/30 0:00,30,30,金,雨,217,224740,0,0,0,
2023/7/1 0:00,1,1,土,雨,370,387095,0,0,0,
2023/7/2 0:00,2,2,日,雨,672,716455,0,0,0,
2023/7/3 0:00,3,3,月,雨,214,212675,0,0,0,
2023/7/4 0:00,4,4,火,曇,335,321750,0,0,0,
2023/7/5 0:00,5,5,水,雨,263,231380,0,0,0,
2023/7/6 0:00,6,6,木,晴,340,341935,0,0,0,
2023/7/7 0:00,7,7,金,雨,237,247210,0,0,0,
2023/7/8 0:00,8,8,土,雨,342,347805,0,0,0,
2023/7/9 0:00,9,9,日,大雨,342,347645,0,0,0,
2023/7/10 0:00,10,10,月,大雨曇雨,191,149880,0,0,0,
2023/7/11 0:00,11,11,火,曇晴,361,291525,0,0,0,
2023/7/12 0:00,12,12,水,雨,278,273395,0,0,0,
2023/7/13 0:00,13,13,木,晴,303,281180,0,0,0,
2023/7/14 0:00,14,14,金,曇,317,301660,0,0,0,
2023/7/15 0:00,15,15,土,晴,522,522665,0,0,0,
2023/7/16 0:00,16,16,日,晴,832,812240,0,1,0,
2023/7/17 0:00,17,17,月,晴曇,725,695700,1,0,0,
2023/7/18 0:00,18,18,火,曇晴,359,337575,0,0,0,
2023/7/19 0:00,19,19,水,雨,364,345080,0,0,0,
2023/7/20 0:00,20,20,木,曇,285,279760,0,0,0,
2023/7/21 0:00,21,21,金,晴,380,380105,0,0,0,
2023/7/22 0:00,22,22,土,晴,631,621740,0,0,0,
2023/7/23 0:00,23,23,日,曇晴,748,727065,0,0,0,
2023/7/24 0:00,24,24,月,晴,377,369380,0,0,0,
2023/7/25 0:00,25,25,火,晴,368,374720,0,0,0,
2023/7/26 0:00,26,26,水,晴,371,354535,0,0,0,
2023/7/27 0:00,27,27,木,晴,370,336425,0,0,0,
2023/7/28 0:00,28,28,金,晴,370,357655,0,0,0,
2023/7/29 0:00,29,29,土,晴,631,603300,0,0,0,
2023/7/30 0:00,30,30,日,晴,719,733650,0,0,0,
2023/7/31 0:00,31,31,月,晴,407,418575,0,0,0,
2023/8/1 0:00,1,1,火,晴,400,368700,0,0,0,
2023/8/2 0:00,2,2,水,晴,413,373025,0,0,0,
2023/8/3 0:00,3,3,木,晴,341,376925,0,0,0,
2023/8/4 0:00,4,4,金,晴,351,371565,0,0,0,
2023/8/5 0:00,5,5,土,晴,612,625495,0,0,0,
2023/8/6 0:00,6,6,日,晴,799,822990,0,0,0,
2023/8/7 0:00,7,7,月,晴,425,474535,0,0,0,
2023/8/8 0:00,8,8,火,曇,435,459900,0,0,0,
2023/8/9 0:00,9,9,水,雨風,205,251945,0,0,0,
2023/8/10 0:00,10,10,木,雨,242,267290,0,1,0,
2023/8/11 0:00,11,11,金,晴,939,1105845,1,0,0,
2023/8/12 0:00,12,12,土,晴,977,1201255,0,0,0,
2023/8/13 0:00,13,13,日,晴,969,1166945,0,0,0,
2023/8/14 0:00,14,14,月,晴,787,858725,0,0,0,
2023/8/15 0:00,15,15,火,曇,640,750595,0,0,0,
2023/8/16 0:00,16,16,水,晴,531,534435,0,0,0,
2023/8/17 0:00,17,17,木,雨,372,357220,0,0,0,
2023/8/18 0:00,18,18,金,曇,422,484710,0,0,0,
2023/8/19 0:00,19,19,土,晴,605,622230,0,0,0,
2023/8/20 0:00,20,20,日,晴,779,802390,0,0,0,
2023/8/21 0:00,21,21,月,晴,368,381645,0,0,0,
2023/8/22 0:00,22,22,火,晴,378,377370,0,0,0,
2023/8/23 0:00,23,23,水,曇雨,392,366570,0,0,0,
2023/8/24 0:00,24,24,木,晴,376,355330,0,0,0,
2023/8/25 0:00,25,25,金,曇雨,354,351140,0,0,0,
2023/8/26 0:00,26,26,土,晴,574,620335,0,0,0,
2023/8/27 0:00,27,27,日,晴,780,836545,0,0,0,
2023/8/28 0:00,28,28,月,晴,393,388225,0,0,0,
2023/8/29 0:00,29,29,火,晴,379,395080,0,0,0,
2023/8/30 0:00,30,30,水,晴,382,373400,0,0,0,
2023/8/31 0:00,31,31,木,晴,350,351540,0,0,0,
2023/9/1 0:00,1,1,金,曇雨,315,317575,0,0,0,
2023/9/2 0:00,2,2,土,曇,531,541710,0,0,0,
2023/9/3 0:00,3,3,日,曇晴,780,794785,0,0,0,
2023/9/4 0:00,4,4,月,晴,398,390125,0,0,0,
2023/9/5 0:00,5,5,火,晴曇雨,317,328005,0,0,0,
2023/9/6 0:00,6,6,水,曇雨晴,352,317250,0,0,0,
2023/9/7 0:00,7,7,木,晴,341,310465,0,0,0,
2023/9/8 0:00,8,8,金,晴,389,381575,0,0,0,
2023/9/9 0:00,9,9,土,晴,620,643385,0,0,0,
2023/9/10 0:00,10,10,日,晴,712,762180,0,0,0,
2023/9/11 0:00,11,11,月,晴曇,372,394520,0,0,0,
2023/9/12 0:00,12,12,火,晴,366,382825,0,0,0,
2023/9/13 0:00,13,13,水,晴曇雨,436,387635,0,0,0,
2023/9/14 0:00,14,14,木,雨,359,388560,0,0,0,
2023/9/15 0:00,15,15,金,曇雨,333,354720,0,0,0,
2023/9/16 0:00,16,16,土,雨,576,718695,0,0,0,
2023/9/17 0:00,17,17,日,雨,532,634110,0,1,0,
2023/9/18 0:00,18,18,月,曇雨,592,613835,1,0,0,
2023/9/19 0:00,19,19,火,晴,390,392845,0,0,0,
2023/9/20 0:00,20,20,水,晴,488,526410,0,0,0,
2023/9/21 0:00,21,21,木,雨曇,399,447525,0,0,0,
2023/9/22 0:00,22,22,金,雨,402,438780,0,1,0,
2023/9/23 0:00,23,23,土,晴,816,890645,1,0,0,
2023/9/24 0:00,24,24,日,晴,874,975615,0,0,0,
2023/9/25 0:00,25,25,月,晴,435,436125,0,0,0,
2023/9/26 0:00,26,26,火,曇,353,366240,0,0,0,
2023/9/27 0:00,27,27,水,晴,411,403430,0,0,0,
2023/9/28 0:00,28,28,木,晴,432,442425,0,0,0,
2023/9/29 0:00,29,29,金,晴,417,429055,0,0,0,
2023/9/30 0:00,30,30,土,晴,614,710330,0,0,0,
2023/10/1 0:00,1,1,日,晴,798,835925,0,0,0,
2023/10/2 0:00,2,2,月,晴,429,401190,0,0,0,
2023/10/3 0:00,3,3,火,晴曇,355,364265,0,0,0,
2023/10/4 0:00,4,4,水,曇晴,403,395360,0,0,0,
2023/10/5 0:00,5,5,木,曇晴,428,427255,0,0,0,
2023/10/6 0:00,6,6,金,晴,422,400785,0,0,0,
2023/10/7 0:00,7,7,土,晴,683,744045,0,0,0,
2023/10/8 0:00,8,8,日,雨,612,751100,0,1,0,
2023/10/9 0:00,9,9,月,曇,705,737900,1,0,0,
2023/10/10 0:00,10,10,火,晴,393,731425,0,0,0,
2023/10/11 0:00,11,11,水,晴,475,477310,0,0,0,
2023/10/12 0:00,12,12,木,晴,414,401670,0,0,0,
2023/10/13 0:00,13,13,金,晴,433,419000,0,0,0,
2023/10/14 0:00,14,14,土,晴,606,682440,0,0,0,
2023/10/15 0:00,15,15,日,晴,753,851690,0,0,0,
2023/10/16 0:00,16,16,月,晴,456,441845,0,0,0,
2023/10/17 0:00,17,17,火,晴,447,452240,0,0,0,
2023/10/18 0:00,18,18,水,晴,517,577885,0,0,0,
2023/10/19 0:00,19,19,木,晴,426,423310,0,0,0,
2023/10/20 0:00,20,20,金,雨曇,413,444735,0,0,0,
2023/10/21 0:00,21,21,土,晴,687,758070,0,0,0,
2023/10/22 0:00,22,22,日,晴,829,894055,0,0,0,
2023/10/23 0:00,23,23,月,晴,434,405080,0,0,0,
2023/10/24 0:00,24,24,火,晴,380,404960,0,0,0,
2023/10/25 0:00,25,25,水,晴,472,460805,0,0,0,
2023/10/26 0:00,26,26,木,晴,460,427600,0,0,0,
2023/10/27 0:00,27,27,金,曇,392,410270,0,0,0,
2023/10/28 0:00,28,28,土,晴,685,759160,0,0,0,
2023/10/29 0:00,29,29,日,晴,815,991385,0,0,0,
2023/10/30 0:00,30,30,月,晴,516,524205,0,0,0,
2023/10/31 0:00,31,31,火,晴,473,484905,0,0,0,
2023/11/1 0:00,1,1,水,晴,494,501585,0,0,0,
2023/11/2 0:00,2,2,木,晴,423,423265,0,1,0,
2023/11/3 0:00,3,3,金,晴,919,924080,1,0,0,
2023/11/4 0:00,4,4,土,晴曇,875,911355,0,0,0,
2023/11/5 0:00,5,5,日,晴,824,900945,0,0,0,
2023/11/6 0:00,6,6,月,晴雨曇,393,449025,0,0,0,
2023/11/7 0:00,7,7,火,晴,433,464675,0,0,0,
2023/11/8 0:00,8,8,水,晴,539,581705,0,0,0,
2023/11/9 0:00,9,9,木,曇,499,520425,0,0,0,
2023/11/10 0:00,10,10,金,雨,381,407805,0,0,0,
2023/11/11 0:00,11,11,土,晴,719,747865,0,0,0,
2023/11/12 0:00,12,12,日,曇,827,1012780,0,0,0,
2023/11/13 0:00,13,13,月,曇,530,555960,0,0,0,
2023/11/14 0:00,14,14,火,晴,501,536765,0,0,0,
2023/11/15 0:00,15,15,水,曇晴,643,716600,0,0,0,
2023/11/16 0:00,16,16,木,曇,510,521835,0,0,0,
2023/11/17 0:00,17,17,金,雨,428,444455,0,0,0,
2023/11/18 0:00,18,18,土,晴,622,722285,0,0,0,
2023/11/19 0:00,19,19,日,曇晴,897,1072970,0,0,0,
2023/11/20 0:00,20,20,月,晴,559,542355,0,0,0,
2023/11/21 0:00,21,21,火,晴,569,600855,0,0,0,
2023/11/22 0:00,22,22,水,晴,547,552575,0,1,0,
2023/11/23 0:00,23,23,木,晴,865,902545,1,0,0,
2023/11/24 0:00,24,24,金,曇,440,477670,0,0,0,
2023/11/25 0:00,25,25,土,晴,687,824315,0,0,0,
2023/11/26 0:00,26,26,日,晴,750,805515,0,0,0,
2023/11/27 0:00,27,27,月,晴曇,461,456865,0,0,0,
2023/11/28 0:00,28,28,火,曇晴,400,436870,0,0,0,
2023/11/29 0:00,29,29,水,晴,435,467415,0,0,0,
2023/11/30 0:00,30,30,木,曇,363,402250,0,0,0,
2023/12/1 0:00,1,1,金,曇,343,356320,0,0,0,
2023/12/2 0:00,2,2,土,晴,531,556305,0,0,0,
2023/12/3 0:00,3,3,日,晴,649,797035,0,0,0,
2023/12/4 0:00,4,4,月,晴,343,377225,0,0,0,
2023/12/5 0:00,5,5,火,晴,348,374365,0,0,0,
2023/12/6 0:00,6,6,水,曇,368,429700,0,0,0,
2023/12/7 0:00,7,7,木,晴,341,307455,0,0,0,
2023/12/8 0:00,8,8,金,晴,374,362680,0,0,0,
2023/12/9 0:00,9,9,土,晴,587,745620,0,0,0,
2023/12/10 0:00,10,10,日,晴,722,771880,0,0,0,
2023/12/11 0:00,11,11,月,雨,330,332340,0,0,0,
2023/12/12 0:00,12,12,火,雨,320,307120,0,0,0,
2023/12/13 0:00,13,13,水,晴,372,450220,0,0,0,
2023/12/14 0:00,14,14,木,雨,378,394650,0,0,0,
2023/12/15 0:00,15,15,金,雨,360,412205,0,0,0,
2023/12/16 0:00,16,16,土,雨,428,541565,0,0,0,
2023/12/17 0:00,17,17,日,雪,500,596815,0,0,0,
2023/12/18 0:00,18,18,月,雪,332,343840,0,0,0,
2023/12/19 0:00,19,19,火,曇雨,280,266810,0,0,0,
2023/12/20 0:00,20,20,水,曇,346,408375,0,0,0,
2023/12/21 0:00,21,21,木,雪,155,168400,0,0,0,
2023/12/22 0:00,22,22,金,雪,146,137265,0,0,0,
2023/12/23 0:00,23,23,土,曇,576,841975,0,0,0,
2023/12/24 0:00,24,24,日,曇,463,542200,0,0,0,
2023/12/25 0:00,25,25,月,曇,354,405680,0,0,0,
2023/12/26 0:00,26,26,火,曇,416,466525,0,0,0,
2023/12/27 0:00,27,27,水,晴曇,490,683110,0,0,0,
2023/12/28 0:00,28,28,木,晴,591,791385,0,0,0,
2023/12/29 0:00,29,29,金,晴,730,945425,0,0,0,
2023/12/30 0:00,30,30,土,晴曇雨,667,818405,0,0,0,
2023/12/31 0:00,31,31,日,晴,332,390040,0,1,0,
2024/1/1 0:00,1,1,月,曇,,,1,0,0,
2024/1/2 0:00,2,2,火,晴,,,0,0,0,
2024/1/3 0:00,3,3,水,曇雨,254,309190,0,0,0,
2024/1/4 0:00,4,4,木,晴,334,311690,0,0,0,
2024/1/5 0:00,5,5,金,晴,365,354015,0,0,0,
2024/1/6 0:00,6,6,土,雨,433,504690,0,0,0,
2024/1/7 0:00,7,7,日,曇,496,559810,0,1,0,
2024/1/8 0:00,8,8,月,晴,500,505650,1,0,0,
2024/1/9 0:00,9,9,火,曇,282,353525,0,0,0,
2024/1/10 0:00,10,10,水,雨曇,275,319770,0,0,0,
2024/1/11 0:00,11,11,木,曇,324,300765,0,0,0,
2024/1/12 0:00,12,12,金,晴,332,328460,0,0,0,
2024/1/13 0:00,13,13,土,晴,537,582765,0,0,0,
2024/1/14 0:00,14,14,日,晴,663,747765,0,0,0,
2024/1/15 0:00,15,15,月,雨晴,312,293890,0,0,0,
2024/1/16 0:00,16,16,火,晴,345,359460,0,0,0,
2024/1/17 0:00,17,17,水,晴曇,359,429265,0,0,0,
2024/1/18 0:00,18,18,木,曇,314,294895,0,0,0,
2024/1/19 0:00,19,19,金,雨曇,341,343655,0,0,0,
2024/1/20 0:00,20,20,土,雨,443,461935,0,0,0,
2024/1/21 0:00,21,21,日,曇晴,546,609875,0,0,0,
2024/1/22 0:00,22,22,月,雨曇,310,292710,0,0,0,
2024/1/23 0:00,23,23,火,雪,205,203520,0,0,0,
2024/1/24 0:00,24,24,水,雪,148,106965,0,0,0,
2024/1/25 0:00,25,25,木,晴,292,302730,0,0,0,
2024/1/26 0:00,26,26,金,晴,327,352830,0,0,0,
2024/1/27 0:00,27,27,土,晴,509,573715,0,0,0,
2024/1/28 0:00,28,28,日,晴,601,663835,0,0,0,
2024/1/29 0:00,29,29,月,晴,389,358150,0,0,0,
2024/1/30 0:00,30,30,火,曇,358,374355,0,0,0,
2024/1/31 0:00,31,31,水,雨,342,380200,0,0,0,
2024/2/1 0:00,1,1,木,雨,348,327730,0,0,0,
2024/2/2 0:00,2,2,金,曇,371,414330,0,0,0,
2024/2/3 0:00,3,3,土,雨,453,540980,0,0,0,
2024/2/4 0:00,4,4,日,晴,596,661100,0,0,0,
2024/2/5 0:00,5,5,月,雨,297,267785,0,0,0,
2024/2/6 0:00,6,6,火,曇,330,306805,0,0,0,
2024/2/7 0:00,7,7,水,曇,358,428370,0,0,0,
2024/2/8 0:00,8,8,木,晴,365,348745,0,0,0,
2024/2/9 0:00,9,9,金,晴,385,391160,0,0,0,
2024/2/10 0:00,10,10,土,晴,607,655715,0,1,0,
2024/2/11 0:00,11,11,日,晴,721,770120,1,1,0,
2024/2/12 0:00,12,12,月,晴,651,653105,0,0,1,
2024/2/13 0:00,13,13,火,晴,415,404365,0,0,0,
2024/2/14 0:00,14,14,水,雨曇,345,390870,0,0,0,
2024/2/15 0:00,15,15,木,雨曇,361,388985,0,0,0,
2024/2/16 0:00,16,16,金,晴,364,398230,0,0,0,
2024/2/17 0:00,17,17,土,晴,685,684910,0,0,0,
2024/2/18 0:00,18,18,日,晴,833,844285,0,0,0,
2024/2/19 0:00,19,19,月,雨,299,311680,0,0,0,
2024/2/20 0:00,20,20,火,曇,406,411390,0,0,0,
2024/2/21 0:00,21,21,水,雨,287,340145,0,0,0,
2024/2/22 0:00,22,22,木,曇,375,366745,0,1,0,
2024/2/23 0:00,23,23,金,曇雨,671,739575,1,0,0,
2024/2/24 0:00,24,24,土,晴,695,706720,0,0,0,
2024/2/25 0:00,25,25,日,曇晴曇,707,740085,0,0,0,
2024/2/26 0:00,26,26,月,雨,382,416635,0,0,0,
2024/2/27 0:00,27,27,火,晴,393,389820,0,0,0,
2024/2/28 0:00,28,28,水,曇晴曇,423,484055,0,0,0,
2024/2/29 0:00,29,29,木,雨,298,320290,0,0,0,
2024/3/1 0:00,1,1,金,晴,388,393535,0,0,0,
2024/3/2 0:00,2,2,土,晴,541,590315,0,0,0,
2024/3/3 0:00,3,3,日,曇,659,706960,0,0,0,
2024/3/4 0:00,4,4,月,晴,392,418805,0,0,0,
2024/3/5 0:00,5,5,火,雨,318,383185,0,0,0,
2024/3/6 0:00,6,6,水,曇,387,447525,0,0,0,
2024/3/7 0:00,7,7,木,曇,392,413910,0,0,0,
2024/3/8 0:00,8,8,金,晴,381,366675,0,0,0,
2024/3/9 0:00,9,9,土,晴,521,621820,0,0,0,
2024/3/10 0:00,10,10,日,晴,675,718885,0,0,0,
2024/3/11 0:00,11,11,月,晴曇,373,386965,0,0,0,
2024/3/12 0:00,12,12,火,雨晴,362,411255,0,0,0,
2024/3/13 0:00,13,13,水,晴,406,483855,0,0,0,
2024/3/14 0:00,14,14,木,晴,359,370810,0,0,0,
2024/3/15 0:00,15,15,金,晴,445,480090,0,0,0,
2024/3/16 0:00,16,16,土,晴,757,842100,0,0,0,
2024/3/17 0:00,17,17,日,雨,655,793845,0,0,0,
2024/3/18 0:00,18,18,月,晴,464,474300,0,0,0,
2024/3/19 0:00,19,19,火,晴,461,497580,0,1,0,
2024/3/20 0:00,20,20,水,晴,697,809795,1,0,0,
2024/3/21 0:00,21,21,木,晴曇,383,405575,0,0,0,
2024/3/22 0:00,22,22,金,晴,419,426005,0,0,0,
2024/3/23 0:00,23,23,土,雨,466,565515,0,0,0,
2024/3/24 0:00,24,24,日,雨,468,490110,0,0,0,
